company,item,calories,calories_from_fat,total_fat_g,sat_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,carbs_g,fiber_g,sugars_g,protein_g,weight_watchers_pnts,serving_size_g,all_nutrients_zero,macro_calories,macro_calorie_gap,pct_protein_cal,pct_carb_cal,pct_fat_cal,protein_g_per_100kcal,carbs_g_per_100kcal,total_fat_g_per_100kcal,fiber_g_per_100kcal,sodium_mg_per_100kcal,healthy_rule_v1,category
McDonald’s,Hazelnut Cappuccino (Large),290.0,70.0,8.0,4.5,0.0,25.0,105.0,51.0,0.0,51.0,7.0,338.5,,0,304.0,-14.0,9.21,67.11,23.68,2.414,17.586,2.759,0.0,36.207,1,other
McDonald’s,Hazelnut Latte (Small),230.0,60.0,7.0,4.0,0.0,20.0,90.0,36.0,0.0,36.0,7.0,263.0,,0,235.0,-5.0,11.91,61.28,26.81,3.043,15.652,3.043,0.0,39.13,1,other
McDonald’s,Hazelnut Latte (Medium),280.0,70.0,8.0,4.5,0.0,25.0,110.0,45.0,0.0,45.0,8.0,321.5,,0,284.0,-4.0,11.27,63.38,25.35,2.857,16.071,2.857,0.0,39.286,1,other
McDonald’s,Hazelnut Latte (Large),330.0,80.0,9.0,5.0,0.0,30.0,130.0,53.0,0.0,53.0,9.0,379.0,,0,329.0,1.0,10.94,64.44,24.62,2.727,16.061,2.727,0.0,39.394,1,other
McDonald’s,Vanilla Cappuccino (Small),200.0,45.0,5.0,3.0,0.0,15.0,70.0,34.0,0.0,34.0,5.0,232.0,,0,201.0,-1.0,9.95,67.66,22.39,2.5,17.0,2.5,0.0,35.0,1,other
McDonald’s,Vanilla Cappuccino (Medium),240.0,50.0,6.0,3.5,0.0,20.0,85.0,42.0,0.0,42.0,6.0,279.5,,0,246.0,-6.0,9.76,68.29,21.95,2.5,17.5,2.5,0.0,35.417,1,other
McDonald’s,Vanilla Cappuccino (Large),290.0,70.0,8.0,4.5,0.0,25.0,105.0,51.0,0.0,51.0,7.0,338.5,,0,304.0,-14.0,9.21,67.11,23.68,2.414,17.586,2.759,0.0,36.207,1,other
McDonald’s,Vanilla Latte (Small),230.0,60.0,7.0,4.0,0.0,20.0,90.0,36.0,0.0,36.0,7.0,263.0,,0,235.0,-5.0,11.91,61.28,26.81,3.043,15.652,3.043,0.0,39.13,1,other
McDonald’s,Vanilla Latte (Medium),280.0,70.0,8.0,4.5,0.0,25.0,110.0,44.0,0.0,44.0,8.0,320.5,,0,280.0,0.0,11.43,62.86,25.71,2.857,15.714,2.857,0.0,39.286,1,other
McDonald’s,Vanilla Latte (Large),330.0,80.0,9.0,5.0,0.0,30.0,130.0,53.0,0.0,53.0,9.0,379.0,,0,329.0,1.0,10.94,64.44,24.62,2.727,16.061,2.727,0.0,39.394,1,other
McDonald’s,Cappuccino with Sugar Free Vanilla Syrup (Small),100.0,50.0,5.0,3.0,0.0,15.0,105.0,15.0,0.0,7.0,5.0,105.0,,0,125.0,-25.0,16.0,48.0,36.0,5.0,15.0,5.0,0.0,105.0,1,other
McDonald’s,Cappuccino with Sugar Free Vanilla Syrup (Medium),120.0,60.0,6.0,3.5,0.0,20.0,130.0,18.0,0.0,9.0,6.0,126.5,,0,150.0,-30.0,16.0,48.0,36.0,5.0,15.0,5.0,0.0,108.333,1,other
McDonald’s,Cappuccino with Sugar Free Vanilla Syrup (Large),150.0,70.0,8.0,4.5,0.0,25.0,160.0,22.0,0.0,11.0,8.0,157.5,,0,192.0,-42.0,16.67,45.83,37.5,5.333,14.667,5.333,0.0,106.667,1,other
McDonald’s,Latte with Sugar Free Vanilla Syrup (Small),130.0,60.0,7.0,4.0,0.0,20.0,125.0,17.0,0.0,10.0,7.0,137.0,,0,159.0,-29.0,17.61,42.77,39.62,5.385,13.077,5.385,0.0,96.154,1,other
McDonald’s,Latte with Sugar Free Vanilla Syrup (Medium),160.0,70.0,8.0,5.0,0.0,25.0,150.0,21.0,0.0,11.0,8.0,168.0,,0,188.0,-28.0,17.02,44.68,38.3,5.0,13.125,5.0,0.0,93.75,1,other
McDonald’s,Latte with Sugar Free Vanilla Syrup (Large),180.0,90.0,10.0,6.0,0.0,30.0,180.0,25.0,0.0,13.0,10.0,189.0,,0,230.0,-50.0,17.39,43.48,39.13,5.556,13.889,5.556,0.0,100.0,0,other
McDonald’s,Mocha (Small),280.0,100.0,11.0,6.0,0.0,20.0,125.0,40.0,0.0,33.0,6.0,313.0,,0,283.0,-3.0,8.48,56.54,34.98,2.143,14.286,3.929,0.0,44.643,0,other
McDonald’s,Mocha (Medium),330.0,110.0,12.0,7.0,0.0,25.0,150.0,48.0,0.0,41.0,7.0,371.0,,0,328.0,2.0,8.54,58.54,32.93,2.121,14.545,3.636,0.0,45.455,0,other
McDonald’s,Mocha (Large),400.0,130.0,14.0,8.0,0.5,30.0,190.0,58.0,0.0,49.0,10.0,447.0,,0,398.0,2.0,10.05,58.29,31.66,2.5,14.5,3.5,0.0,47.5,0,other
McDonald’s,Hot Chocolate (Small),300.0,110.0,12.0,7.0,0.0,25.0,135.0,41.0,0.0,35.0,8.0,334.0,,0,304.0,-4.0,10.53,53.95,35.53,2.667,13.667,4.0,0.0,45.0,0,beverage
McDonald’s,Hot Chocolate (Medium),380.0,130.0,15.0,9.0,0.5,30.0,170.0,53.0,0.0,45.0,10.0,424.0,,0,387.0,-7.0,10.34,54.78,34.88,2.632,13.947,3.947,0.0,44.737,0,beverage
McDonald’s,Hot Chocolate (Large),460.0,160.0,18.0,10.0,0.5,40.0,220.0,63.0,0.0,54.0,13.0,511.0,,0,466.0,-6.0,11.16,54.08,34.76,2.826,13.696,3.913,0.0,47.826,0,beverage
McDonald’s,Iced Latte (Small),80.0,40.0,4.5,2.5,0.0,15.0,65.0,6.0,0.0,6.0,4.0,84.5,,0,80.5,-0.5,19.88,29.81,50.31,5.0,7.5,5.625,0.0,81.25,1,other
McDonald’s,Iced Latte (Medium),100.0,50.0,6.0,3.5,0.0,15.0,80.0,8.0,0.0,8.0,6.0,105.5,,0,110.0,-10.0,21.82,29.09,49.09,6.0,8.0,6.0,0.0,80.0,1,other
McDonald’s,Iced Latte (Large),140.0,70.0,8.0,4.5,0.0,25.0,105.0,10.0,0.0,10.0,7.0,147.5,,0,140.0,0.0,20.0,28.57,51.43,5.0,7.143,5.714,0.0,75.0,1,other
McDonald’s,Iced Caramel Latte (Small),160.0,25.0,3.0,1.5,0.0,10.0,100.0,29.0,0.0,29.0,3.0,187.5,,0,155.0,5.0,7.74,74.84,17.42,1.875,18.125,1.875,0.0,62.5,1,other
McDonald’s,Iced Caramel Latte (Medium),180.0,40.0,4.5,2.5,0.0,15.0,120.0,31.0,0.0,31.0,4.0,209.5,,0,180.5,-0.5,8.86,68.7,22.44,2.222,17.222,2.5,0.0,66.667,1,other
McDonald’s,Iced Caramel Latte (Large),230.0,50.0,6.0,3.5,0.0,15.0,150.0,40.0,0.0,40.0,6.0,267.5,,0,238.0,-8.0,10.08,67.23,22.69,2.609,17.391,2.609,0.0,65.217,1,other
McDonald’s,Iced Hazelnut Latte (Small),160.0,25.0,3.0,1.5,0.0,10.0,45.0,31.0,0.0,31.0,3.0,189.5,,0,163.0,-3.0,7.36,76.07,16.56,1.875,19.375,1.875,0.0,28.125,1,other
McDonald’s,Iced Hazelnut Latte (Medium),180.0,40.0,4.5,2.5,0.0,15.0,65.0,33.0,0.0,33.0,4.0,211.5,,0,188.5,-8.5,8.49,70.03,21.49,2.222,18.333,2.5,0.0,36.111,1,other
McDonald’s,Iced Hazelnut Latte (Large),230.0,50.0,6.0,3.5,0.0,15.0,85.0,41.0,0.0,41.0,6.0,268.5,,0,242.0,-12.0,9.92,67.77,22.31,2.609,17.826,2.609,0.0,36.957,1,other
McDonald’s,Iced Vanilla Latte (Small),160.0,25.0,3.0,1.5,0.0,10.0,45.0,31.0,0.0,31.0,3.0,189.5,,0,163.0,-3.0,7.36,76.07,16.56,1.875,19.375,1.875,0.0,28.125,1,other
McDonald’s,Iced Vanilla Latte (Medium),190.0,40.0,4.5,2.5,0.0,15.0,70.0,33.0,0.0,33.0,5.0,220.5,,0,192.5,-2.5,10.39,68.57,21.04,2.632,17.368,2.368,0.0,36.842,1,other
McDonald’s,Iced Vanilla Latte (Large),230.0,50.0,6.0,3.5,0.0,15.0,85.0,41.0,0.0,41.0,6.0,268.5,,0,242.0,-12.0,9.92,67.77,22.31,2.609,17.826,2.609,0.0,36.957,1,other
McDonald’s,Iced Latte with Sugar Free Vanilla Syrup (Small),60.0,30.0,3.0,2.0,0.0,10.0,80.0,12.0,0.0,4.0,3.0,63.0,,0,87.0,-27.0,13.79,55.17,31.03,5.0,20.0,5.0,0.0,133.333,1,other
McDonald’s,Iced Latte with Sugar Free Vanilla Syrup (Medium),90.0,40.0,5.0,3.0,0.0,15.0,105.0,14.0,0.0,6.0,5.0,94.0,,0,121.0,-31.0,16.53,46.28,37.19,5.556,15.556,5.556,0.0,116.667,1,other
McDonald’s,Iced Latte with Sugar Free Vanilla Syrup (Large),110.0,50.0,6.0,3.5,0.0,15.0,130.0,19.0,0.0,8.0,6.0,115.5,,0,154.0,-44.0,15.58,49.35,35.06,5.455,17.273,5.455,0.0,118.182,1,other
McDonald’s,Iced Mocha (Medium),310.0,120.0,13.0,8.0,0.0,25.0,140.0,42.0,0.0,35.0,7.0,346.0,,0,313.0,-3.0,8.95,53.67,37.38,2.258,13.548,4.194,0.0,45.161,0,other
McDonald’s,Caramel Mocha (Large),360.0,130.0,14.0,8.0,0.5,35.0,220.0,47.0,0.0,46.0,10.0,404.0,,0,354.0,6.0,11.3,53.11,35.59,2.778,13.056,3.889,0.0,61.111,0,other
McDonald’s,Caramel Mocha (Medium),290.0,100.0,12.0,7.0,0.0,25.0,180.0,39.0,0.0,38.0,8.0,327.0,,0,296.0,-6.0,10.81,52.7,36.49,2.759,13.448,4.138,0.0,62.069,0,other
McDonald’s,Caramel Mocha (Small),250.0,90.0,11.0,6.0,0.0,25.0,150.0,33.0,0.0,31.0,7.0,280.0,,0,259.0,-9.0,10.81,50.97,38.22,2.8,13.2,4.4,0.0,60.0,0,other
McDonald’s,Iced Caramel Mocha (Large),380.0,140.0,16.0,9.0,0.5,35.0,210.0,48.0,0.0,46.0,10.0,425.0,,0,376.0,4.0,10.64,51.06,38.3,2.632,12.632,4.211,0.0,55.263,0,other
McDonald’s,Iced Caramel Mocha (Medium),300.0,120.0,14.0,8.0,0.0,30.0,160.0,36.0,0.0,33.0,8.0,333.0,,0,302.0,-2.0,10.6,47.68,41.72,2.667,12.0,4.667,0.0,53.333,0,other
McDonald’s,Iced Caramel Mocha (Small),240.0,100.0,12.0,7.0,0.0,25.0,130.0,29.0,0.0,26.0,6.0,267.0,,0,248.0,-8.0,9.68,46.77,43.55,2.5,12.083,5.0,0.0,54.167,0,other
McDonald’s,Frappe Caramel (Small),450.0,180.0,20.0,13.0,1.0,55.0,135.0,61.0,0.0,57.0,6.0,514.0,,0,448.0,2.0,5.36,54.46,40.18,1.333,13.556,4.444,0.0,30.0,0,other
McDonald’s,Frappe Caramel (Medium),550.0,220.0,24.0,15.0,1.0,70.0,160.0,76.0,0.0,71.0,8.0,628.0,,0,552.0,-2.0,5.8,55.07,39.13,1.455,13.818,4.364,0.0,29.091,0,other
McDonald’s,Frappe Caramel (Large),680.0,260.0,29.0,18.0,1.5,85.0,200.0,94.0,0.0,88.0,10.0,776.0,,0,677.0,3.0,5.91,55.54,38.55,1.471,13.824,4.265,0.0,29.412,0,other
McDonald’s,Frappe Mocha (Small),450.0,180.0,20.0,13.0,1.0,55.0,130.0,62.0,1.0,56.0,7.0,512.0,,0,456.0,-6.0,6.14,54.39,39.47,1.556,13.778,4.444,0.222,28.889,0,other
McDonald’s,Frappe Mocha (Medium),560.0,210.0,24.0,15.0,1.0,65.0,160.0,78.0,1.0,70.0,8.0,637.0,,0,560.0,0.0,5.71,55.71,38.57,1.429,13.929,4.286,0.179,28.571,0,other
McDonald’s,Frappe Mocha (Large),680.0,250.0,28.0,18.0,1.0,80.0,200.0,96.0,1.0,87.0,10.0,775.0,,0,676.0,4.0,5.92,56.8,37.28,1.471,14.118,4.118,0.147,29.412,0,other
McDonald’s,Strawberry Banana Smoothie (Large),330.0,10.0,1.0,0.5,0.0,5.0,55.0,77.0,4.0,70.0,3.0,397.5,,0,329.0,1.0,3.65,93.62,2.74,0.909,23.333,0.303,1.212,16.667,1,other
McDonald’s,Strawberry Banana Smoothie (Medium),260.0,5.0,1.0,0.0,0.0,5.0,40.0,60.0,3.0,54.0,2.0,312.0,,0,257.0,3.0,3.11,93.39,3.5,0.769,23.077,0.385,1.154,15.385,1,other
McDonald’s,Strawberry Banana Smoothie (Small),210.0,5.0,0.5,0.0,0.0,5.0,35.0,49.0,2.0,44.0,2.0,252.0,,0,208.5,1.5,3.84,94.0,2.16,0.952,23.333,0.238,0.952,16.667,1,other
McDonald’s,Wild Berry Smoothie (Large),320.0,10.0,1.0,0.5,0.0,5.0,45.0,75.0,4.0,69.0,3.0,386.5,,0,321.0,-1.0,3.74,93.46,2.8,0.938,23.438,0.312,1.25,14.062,1,other
McDonald’s,Wild Berry Smoothie (Medium),260.0,5.0,1.0,0.0,0.0,5.0,35.0,60.0,4.0,55.0,3.0,312.0,,0,261.0,-1.0,4.6,91.95,3.45,1.154,23.077,0.385,1.538,13.462,1,other
McDonald’s,Wild Berry Smoothie (Small),210.0,5.0,0.5,0.0,0.0,5.0,30.0,48.0,3.0,44.0,2.0,252.0,,0,204.5,5.5,3.91,93.89,2.2,0.952,22.857,0.238,1.429,14.286,1,other
Burger King,Whopper® Sandwich,660.0,360.0,40.0,12.0,1.5,90.0,980.0,49.0,2.0,11.0,28.0,655.0,,0,668.0,-8.0,16.77,29.34,53.89,4.242,7.424,6.061,0.303,148.485,0,sandwich
Burger King,Whopper® Sandwich with Cheese,740.0,420.0,46.0,16.0,2.0,115.0,1340.0,50.0,2.0,11.0,32.0,735.0,,0,742.0,-2.0,17.25,26.95,55.8,4.324,6.757,6.216,0.27,181.081,0,sandwich
Burger King,Bacon & Cheese Whopper® Sandwich,790.0,460.0,51.0,17.0,2.0,125.0,1560.0,50.0,2.0,11.0,35.0,783.0,,0,799.0,-9.0,17.52,25.03,57.45,4.43,6.329,6.456,0.253,197.468,0,sandwich
Burger King,Double Whopper® Sandwich,900.0,520.0,58.0,20.0,3.0,175.0,1050.0,49.0,2.0,11.0,48.0,883.0,,0,910.0,-10.0,21.1,21.54,57.36,5.333,5.444,6.444,0.222,116.667,0,sandwich
Burger King,Double Whopper® Sandwich with Cheese,980.0,580.0,64.0,24.0,3.0,195.0,1410.0,50.0,2.0,11.0,52.0,963.0,,0,984.0,-4.0,21.14,20.33,58.54,5.306,5.102,6.531,0.204,143.878,0,sandwich
Burger King,Triple Whopper® Sandwich,1130.0,680.0,75.0,28.0,4.0,255.0,1120.0,49.0,2.0,11.0,67.0,1102.0,,0,1139.0,-9.0,23.53,17.21,59.26,5.929,4.336,6.637,0.177,99.115,0,sandwich
Burger King,Triple Whopper® Sandwich with Cheese,1220.0,740.0,82.0,32.0,4.5,280.0,1470.0,50.0,2.0,11.0,71.0,1192.0,,0,1222.0,-2.0,23.24,16.37,60.39,5.82,4.098,6.721,0.164,120.492,0,sandwich
Burger King,Whopper JR.® Sandwich,310.0,160.0,18.0,5.0,0.5,40.0,390.0,27.0,1.0,7.0,13.0,309.0,,0,322.0,-12.0,16.15,33.54,50.31,4.194,8.71,5.806,0.323,125.806,1,sandwich
Burger King,Bacon King Sandwich,1150.0,710.0,79.0,31.0,3.5,240.0,2150.0,49.0,2.0,10.0,61.0,1130.0,,0,1151.0,-1.0,21.2,17.03,61.77,5.304,4.261,6.87,0.174,186.957,0,sandwich
Burger King,Cheddar Bacon King Sandwich,1190.0,750.0,84.0,33.0,3.5,235.0,1930.0,50.0,2.0,11.0,64.0,1170.0,,0,1212.0,-22.0,21.12,16.5,62.38,5.378,4.202,7.059,0.168,162.185,0,sandwich
Burger King,Single Quarter Pound King Sandwich,580.0,260.0,29.0,13.0,1.5,105.0,1310.0,49.0,2.0,10.0,32.0,571.0,,0,585.0,-5.0,21.88,33.5,44.62,5.517,8.448,5.0,0.345,225.862,0,sandwich
Burger King,Double Quarter Pound King Sandwich,900.0,480.0,54.0,25.0,3.0,210.0,1740.0,50.0,2.0,11.0,56.0,880.0,,0,910.0,-10.0,24.62,21.98,53.41,6.222,5.556,6.0,0.222,193.333,0,sandwich
Burger King,Single Stacker King,700.0,380.0,42.0,16.0,2.0,125.0,1360.0,48.0,1.0,10.0,35.0,691.0,,0,710.0,-10.0,19.72,27.04,53.24,5.0,6.857,6.0,0.143,194.286,0,other
Burger King,Double Stacker King,1050.0,610.0,68.0,28.0,3.5,235.0,1870.0,49.0,1.0,11.0,61.0,1028.0,,0,1052.0,-2.0,23.19,18.63,58.17,5.81,4.667,6.476,0.095,178.095,0,other
Burger King,IMPOSSIBLE Whopper® Sandwich,630.0,310.0,34.0,11.0,0.0,10.0,1080.0,58.0,4.0,12.0,25.0,628.0,,0,638.0,-8.0,15.67,36.36,47.96,3.968,9.206,5.397,0.635,171.429,0,sandwich
Burger King,Hamburger,240.0,90.0,10.0,3.5,0.5,35.0,380.0,26.0,1.0,6.0,13.0,237.0,,0,246.0,-6.0,21.14,42.28,36.59,5.417,10.833,4.167,0.417,158.333,1,burger
Burger King,Cheeseburger,280.0,120.0,13.0,6.0,0.5,45.0,560.0,27.0,1.0,7.0,15.0,278.0,,0,285.0,-5.0,21.05,37.89,41.05,5.357,9.643,4.643,0.357,200.0,0,burger
Burger King,Double Hamburger,350.0,160.0,18.0,7.0,1.0,70.0,410.0,26.0,1.0,6.0,21.0,342.0,,0,350.0,0.0,24.0,29.71,46.29,6.0,7.429,5.143,0.286,117.143,0,burger
Burger King,Double Cheeseburger,390.0,190.0,21.0,9.0,1.5,85.0,590.0,27.0,1.0,7.0,23.0,383.0,,0,389.0,1.0,23.65,27.76,48.59,5.897,6.923,5.385,0.256,151.282,0,burger
Burger King,Extra Long Cheeseburger,630.0,330.0,37.0,14.0,1.5,100.0,1050.0,45.0,2.0,9.0,29.0,624.0,,0,629.0,1.0,18.44,28.62,52.94,4.603,7.143,5.873,0.317,166.667,0,burger
Burger King,Bacon Cheeseburger,320.0,140.0,16.0,7.0,0.5,55.0,710.0,27.0,1.0,7.0,17.0,317.0,,0,320.0,0.0,21.25,33.75,45.0,5.312,8.438,5.0,0.312,221.875,0,burger
Burger King,Bacon Double Cheeseburger,420.0,210.0,24.0,10.0,1.5,90.0,740.0,27.0,1.0,7.0,25.0,412.0,,0,424.0,-4.0,23.58,25.47,50.94,5.952,6.429,5.714,0.238,176.19,0,burger
Burger King,Crispy Chicken Sandwich,670.0,370.0,41.0,7.0,0.0,60.0,1080.0,54.0,2.0,8.0,23.0,662.0,,0,677.0,-7.0,13.59,31.91,54.51,3.433,8.06,6.119,0.299,161.194,0,sandwich
Burger King,Spicy Crispy Chicken Sandwich,700.0,370.0,42.0,7.0,0.0,65.0,1140.0,57.0,3.0,8.0,25.0,690.0,,0,706.0,-6.0,14.16,32.29,53.54,3.571,8.143,6.0,0.429,162.857,0,sandwich
Burger King,Original Chicken Sandwich,660.0,360.0,40.0,7.0,0.0,75.0,1170.0,48.0,2.0,5.0,28.0,644.0,,0,664.0,-4.0,16.87,28.92,54.22,4.242,7.273,6.061,0.303,177.273,0,sandwich
Burger King,Bacon & Cheese Crispy Chicken Sandwich,800.0,460.0,52.0,13.0,1.0,95.0,1650.0,55.0,2.0,8.0,30.0,791.0,,0,808.0,-8.0,14.85,27.23,57.92,3.75,6.875,6.5,0.25,206.25,0,sandwich
Burger King,BBQ Bacon Crispy Chicken Sandwich,790.0,440.0,49.0,10.0,0.5,80.0,1630.0,60.0,2.0,13.0,28.0,785.0,,0,793.0,-3.0,14.12,30.26,55.61,3.544,7.595,6.203,0.253,206.329,0,sandwich
Burger King,Crispy Chicken Jr.,450.0,270.0,30.0,5.0,0.0,30.0,780.0,34.0,2.0,5.0,12.0,448.0,,0,454.0,-4.0,10.57,29.96,59.47,2.667,7.556,6.667,0.444,173.333,0,chicken
Burger King,Spicy Crispy Chicken Jr.,390.0,190.0,21.0,3.5,0.0,30.0,740.0,37.0,2.0,6.0,12.0,388.0,,0,385.0,5.0,12.47,38.44,49.09,3.077,9.487,5.385,0.513,189.744,0,chicken
Burger King,Chicken Nuggets- 4pc,170.0,100.0,11.0,1.5,0.0,25.0,310.0,11.0,1.0,0.0,8.0,164.0,,0,175.0,-5.0,18.29,25.14,56.57,4.706,6.471,6.471,0.588,182.353,1,chicken
Burger King,Chicken Nuggets- 6pc,260.0,150.0,16.0,2.5,0.0,35.0,470.0,16.0,1.0,0.0,12.0,251.0,,0,256.0,4.0,18.75,25.0,56.25,4.615,6.154,6.154,0.385,180.769,1,chicken
Burger King,Chicken Nuggets- 10pc,430.0,240.0,27.0,4.5,0.0,55.0,780.0,27.0,2.0,0.0,20.0,415.0,,0,431.0,-1.0,18.56,25.06,56.38,4.651,6.279,6.279,0.465,181.395,0,chicken
Burger King,Chicken Nuggets- 20pc,860.0,490.0,54.0,9.0,0.0,115.0,1570.0,53.0,3.0,1.0,39.0,831.0,,0,854.0,6.0,18.27,24.82,56.91,4.535,6.163,6.279,0.349,182.558,0,chicken
Burger King,Spicy Chicken Nuggets- 4pc,210.0,130.0,15.0,3.0,0.0,20.0,570.0,11.0,2.0,0.0,8.0,205.0,,0,211.0,-1.0,15.17,20.85,63.98,3.81,5.238,7.143,0.952,271.429,1,chicken
Burger King,Spicy Chicken Nuggets- 6pc,320.0,200.0,22.0,4.5,0.0,35.0,850.0,17.0,3.0,0.0,12.0,313.0,,0,314.0,6.0,15.29,21.66,63.06,3.75,5.312,6.875,0.938,265.625,0,chicken
Burger King,Spicy Chicken Nuggets- 10 pc,530.0,330.0,37.0,7.0,0.0,55.0,1420.0,28.0,4.0,1.0,20.0,518.0,,0,525.0,5.0,15.24,21.33,63.43,3.774,5.283,6.981,0.755,267.925,0,chicken
Burger King,Spicy Chicken Nuggets- 20 pc,1050.0,670.0,74.0,15.0,0.0,110.0,2840.0,56.0,9.0,1.0,40.0,1026.0,,0,1050.0,0.0,15.24,21.33,63.43,3.81,5.333,7.048,0.857,270.476,0,chicken
Burger King,Chicken Fries – 9 pc.,280.0,150.0,17.0,2.5,0.0,35.0,850.0,20.0,1.0,1.0,13.0,271.0,,0,285.0,-5.0,18.25,28.07,53.68,4.643,7.143,6.071,0.357,303.571,0,chicken
Burger King,Crispy Taco,170.0,80.0,9.0,3.0,0.0,10.0,410.0,19.0,2.0,1.0,5.0,169.0,,0,177.0,-7.0,11.3,42.94,45.76,2.941,11.176,5.294,1.176,241.176,1,other
Burger King,BIG FISH Sandwich,510.0,250.0,28.0,4.5,0.0,30.0,1180.0,51.0,2.0,7.0,16.0,506.0,,0,520.0,-10.0,12.31,39.23,48.46,3.137,10.0,5.49,0.392,231.373,0,sandwich
Burger King,Garden Chicken Salad with Crispy Chicken – no dressing,440.0,220.0,25.0,7.0,0.0,75.0,930.0,31.0,3.0,4.0,25.0,426.0,,0,449.0,-9.0,22.27,27.62,50.11,5.682,7.045,5.682,0.682,211.364,0,salad
Burger King,Club Salad with Crispy Chicken – no dressing,540.0,300.0,33.0,10.0,0.0,95.0,1380.0,31.0,3.0,5.0,31.0,524.0,,0,545.0,-5.0,22.75,22.75,54.5,5.741,5.741,6.111,0.556,255.556,0,salad
Burger King,Garden Side Salad – w/o dressing,60.0,35.0,4.0,2.5,0.0,10.0,95.0,3.0,1.0,2.0,4.0,61.0,,0,64.0,-4.0,25.0,18.75,56.25,6.667,5.0,6.667,1.667,158.333,1,salad
Burger King,Ken’s Ranch Dressing,260.0,250.0,28.0,4.0,0.0,10.0,240.0,2.0,0.0,2.0,1.0,265.0,,0,264.0,-4.0,1.52,3.03,95.45,0.385,0.769,10.769,0.0,92.308,1,other
Burger King,Ken’s Golden Italian Dressing,160.0,150.0,17.0,2.5,0.0,0.0,380.0,4.0,0.0,3.0,0.0,166.0,,0,169.0,-9.0,0.0,9.47,90.53,0.0,2.5,10.625,0.0,237.5,1,other
Burger King,Ken’s Lite Honey Balsamic Vinaigrette,120.0,70.0,8.0,1.0,0.0,0.0,220.0,14.0,0.0,11.0,0.0,132.0,,0,128.0,-8.0,0.0,43.75,56.25,0.0,11.667,6.667,0.0,183.333,1,other
Burger King,Buttery Garlic Croutons- Packet,60.0,20.0,2.5,0.0,0.0,10.0,180.0,9.0,0.0,1.0,1.0,60.0,,0,62.5,-2.5,6.4,57.6,36.0,1.667,15.0,4.167,0.0,300.0,1,other
Burger King,Onion Rings – value,150.0,70.0,8.0,1.5,0.0,0.0,400.0,19.0,1.0,2.0,1.0,153.0,,0,152.0,-2.0,2.63,50.0,47.37,0.667,12.667,5.333,0.667,266.667,1,other
Burger King,Onion Rings – small,320.0,150.0,16.0,3.0,0.0,0.0,840.0,41.0,3.0,4.0,3.0,324.0,,0,320.0,0.0,3.75,51.25,45.0,0.938,12.812,5.0,0.938,262.5,0,other
Burger King,Onion Rings – medium,410.0,190.0,21.0,3.5,0.0,0.0,1080.0,53.0,4.0,5.0,4.0,415.0,,0,417.0,-7.0,3.84,50.84,45.32,0.976,12.927,5.122,0.976,263.415,0,other
Burger King,Onion Rings – large,500.0,230.0,25.0,4.5,0.0,0.0,1310.0,64.0,5.0,7.0,5.0,507.0,,0,501.0,-1.0,3.99,51.1,44.91,1.0,12.8,5.0,1.0,262.0,0,other
Burger King,French Fries – value (unsalted),220.0,80.0,9.0,1.5,0.0,0.0,210.0,34.0,3.0,1.0,2.0,221.0,,0,225.0,-5.0,3.56,60.44,36.0,0.909,15.455,4.091,1.364,95.455,1,sides
Burger King,French Fries – small,320.0,120.0,13.0,2.0,0.0,0.0,300.0,49.0,5.0,1.0,4.0,319.0,,0,329.0,-9.0,4.86,59.57,35.56,1.25,15.313,4.062,1.562,93.75,1,sides
Burger King,French Fries – medium,380.0,140.0,16.0,2.0,0.0,0.0,360.0,58.0,6.0,1.0,4.0,379.0,,0,392.0,-12.0,4.08,59.18,36.73,1.053,15.263,4.211,1.579,94.737,1,sides
Burger King,French Fries – large,430.0,160.0,18.0,2.5,0.0,0.0,410.0,66.0,7.0,2.0,5.0,430.0,,0,446.0,-16.0,4.48,59.19,36.32,1.163,15.349,4.186,1.628,95.349,0,sides
Burger King,Kids Oatmeal,170.0,30.0,3.0,1.5,0.0,5.0,260.0,32.0,3.0,12.0,4.0,180.0,,0,171.0,-1.0,9.36,74.85,15.79,2.353,18.824,1.765,1.765,152.941,1,other
Burger King,Mott’s® Natural Applesauce,50.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,11.0,0.0,61.0,,0,52.0,-2.0,0.0,100.0,0.0,0.0,26.0,0.0,2.0,0.0,1,other
Burger King,Fat FREE Milk (8 fl oz),90.0,0.0,0.0,0.0,0.0,5.0,125.0,13.0,0.0,12.0,9.0,93.0,,0,88.0,2.0,40.91,59.09,0.0,10.0,14.444,0.0,0.0,138.889,1,other
Burger King,1% Low Fat Chocolate Milk (8 fl oz),160.0,25.0,2.5,1.5,0.0,15.0,150.0,26.0,0.0,25.0,8.0,179.0,,0,158.5,1.5,20.19,65.62,14.2,5.0,16.25,1.562,0.0,93.75,1,beverage
Burger King,Capri Sun® 100% Apple Juice (6 fl oz),80.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,0.0,20.0,0.0,100.0,,0,80.0,0.0,0.0,100.0,0.0,0.0,25.0,0.0,0.0,31.25,1,other
