company,item,calories,calories_from_fat,total_fat_g,sat_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,carbs_g,fiber_g,sugars_g,protein_g,weight_watchers_pnts,serving_size_g,all_nutrients_zero,macro_calories,macro_calorie_gap,pct_protein_cal,pct_carb_cal,pct_fat_cal,protein_g_per_100kcal,carbs_g_per_100kcal,total_fat_g_per_100kcal,fiber_g_per_100kcal,sodium_mg_per_100kcal,healthy_rule_v1,category
Wendy’s,"Apple Kiwi Fruit Tea, Small",170.0,80.0,0.0,0.0,0.0,0.0,30.0,44.0,0.0,42.0,0.0,212.0,,0,176.0,-6.0,0.0,100.0,0.0,0.0,25.882,0.0,0.0,17.647,1,beverage
Wendy’s,"Barq’s Root Beer, Large",450.0,80.0,0.0,0.0,0.0,0.0,180.0,122.0,0.0,122.0,0.0,572.0,,0,488.0,-38.0,0.0,100.0,0.0,0.0,27.111,0.0,0.0,40.0,0,other
Wendy’s,"Barq’s Root Beer, Medium",360.0,80.0,0.0,0.0,0.0,0.0,150.0,98.0,0.0,98.0,0.0,458.0,,0,392.0,-32.0,0.0,100.0,0.0,0.0,27.222,0.0,0.0,41.667,1,other
Wendy’s,"Barq’s Root Beer, Small",220.0,80.0,0.0,0.0,0.0,0.0,90.0,61.0,0.0,61.0,0.0,281.0,,0,244.0,-24.0,0.0,100.0,0.0,0.0,27.727,0.0,0.0,40.909,1,other
Wendy’s,"Brewed Unsweetened Iced Tea, Large",5.0,80.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,0.0,0.0,5.0,,0,8.0,-3.0,0.0,100.0,0.0,0.0,40.0,0.0,0.0,500.0,1,beverage
Wendy’s,"Brewed Unsweetened Iced Tea, Medium",0.0,80.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,,0,4.0,-4.0,0.0,100.0,0.0,,,,,,1,beverage
Wendy’s,"Brewed Unsweetened Iced Tea, Small",0.0,80.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,,0,4.0,-4.0,0.0,100.0,0.0,,,,,,1,beverage
Wendy’s,"Caramel Iced Coffee, Medium",240.0,80.0,8.0,5.0,0.0,25.0,45.0,40.0,0.0,36.0,3.0,278.0,,0,244.0,-4.0,4.92,65.57,29.51,1.25,16.667,3.333,0.0,18.75,1,beverage
Wendy’s,"Caramel Iced Coffee, Small",160.0,80.0,6.0,3.5,0.0,20.0,30.0,26.0,0.0,24.0,2.0,186.0,,0,166.0,-6.0,4.82,62.65,32.53,1.25,16.25,3.75,0.0,18.75,1,beverage
Wendy’s,"Coca-Cola, Large",400.0,80.0,0.0,0.0,0.0,0.0,90.0,109.0,0.0,109.0,0.0,509.0,,0,436.0,-36.0,0.0,100.0,0.0,0.0,27.25,0.0,0.0,22.5,1,beverage
Wendy’s,"Coca-Cola, Medium",320.0,80.0,0.0,0.0,0.0,0.0,70.0,87.0,0.0,87.0,0.0,407.0,,0,348.0,-28.0,0.0,100.0,0.0,0.0,27.187,0.0,0.0,21.875,1,beverage
Wendy’s,"Coca-Cola, Small",200.0,80.0,0.0,0.0,0.0,0.0,45.0,54.0,0.0,54.0,0.0,254.0,,0,216.0,-16.0,0.0,100.0,0.0,0.0,27.0,0.0,0.0,22.5,1,beverage
Wendy’s,"Coca-Cola Zero Sugar, Large",0.0,80.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,,0,4.0,-4.0,0.0,100.0,0.0,,,,,,1,beverage
Wendy’s,"Coca-Cola Zero Sugar, Medium",0.0,80.0,0.0,0.0,0.0,0.0,80.0,1.0,0.0,0.0,0.0,0.0,,0,4.0,-4.0,0.0,100.0,0.0,,,,,,1,beverage
Wendy’s,"Coca-Cola Zero Sugar, Small",0.0,80.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,,,,,,,,,1,beverage
Wendy’s,"Diet Coke, Large",0.0,80.0,0.0,0.0,0.0,0.0,125.0,1.0,0.0,0.0,0.0,0.0,,0,4.0,-4.0,0.0,100.0,0.0,,,,,,1,other
Wendy’s,"Diet Coke, Medium",0.0,80.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,,0,4.0,-4.0,0.0,100.0,0.0,,,,,,1,other
Wendy’s,"Diet Coke, Small",0.0,80.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,,,,,,,,,1,other
Wendy’s,"Dr Pepper, Large",240.0,80.0,0.0,0.0,0.0,0.0,70.0,66.0,0.0,64.0,0.0,304.0,,0,264.0,-24.0,0.0,100.0,0.0,0.0,27.5,0.0,0.0,29.167,1,other
Wendy’s,"Dr Pepper, Medium",190.0,80.0,0.0,0.0,0.0,0.0,55.0,53.0,0.0,51.0,0.0,241.0,,0,212.0,-22.0,0.0,100.0,0.0,0.0,27.895,0.0,0.0,28.947,1,other
Wendy’s,"Dr Pepper, Small",120.0,80.0,0.0,0.0,0.0,0.0,35.0,33.0,0.0,32.0,0.0,152.0,,0,132.0,-12.0,0.0,100.0,0.0,0.0,27.5,0.0,0.0,29.167,1,other
Wendy’s,"Fanta Orange, Large",430.0,80.0,0.0,0.0,0.0,0.0,110.0,117.0,0.0,115.0,0.0,545.0,,0,468.0,-38.0,0.0,100.0,0.0,0.0,27.209,0.0,0.0,25.581,0,other
Wendy’s,"Fanta Orange, Medium",340.0,80.0,0.0,0.0,0.0,0.0,85.0,94.0,0.0,92.0,0.0,432.0,,0,376.0,-36.0,0.0,100.0,0.0,0.0,27.647,0.0,0.0,25.0,1,other
Wendy’s,"Fanta Orange, Small",210.0,80.0,0.0,0.0,0.0,0.0,55.0,59.0,0.0,58.0,0.0,268.0,,0,236.0,-26.0,0.0,100.0,0.0,0.0,28.095,0.0,0.0,26.19,1,other
Wendy’s,"Hi-C Flashin’ Fruit Punch, Large",420.0,80.0,0.0,0.0,0.0,0.0,140.0,115.0,0.0,113.0,0.0,533.0,,0,460.0,-40.0,0.0,100.0,0.0,0.0,27.381,0.0,0.0,33.333,0,other
Wendy’s,"Hi-C Flashin’ Fruit Punch, Medium",340.0,80.0,0.0,0.0,0.0,0.0,115.0,92.0,0.0,90.0,0.0,430.0,,0,368.0,-28.0,0.0,100.0,0.0,0.0,27.059,0.0,0.0,33.824,1,other
Wendy’s,"Hi-C Flashin’ Fruit Punch, Small",210.0,80.0,0.0,0.0,0.0,0.0,70.0,58.0,0.0,56.0,0.0,266.0,,0,232.0,-22.0,0.0,100.0,0.0,0.0,27.619,0.0,0.0,33.333,1,other
Wendy’s,"Honest Tropical Green Tea, Large",110.0,80.0,0.0,0.0,0.0,0.0,55.0,29.0,0.0,29.0,0.0,139.0,,0,116.0,-6.0,0.0,100.0,0.0,0.0,26.364,0.0,0.0,50.0,1,beverage
Wendy’s,"Honest Tropical Green Tea, Medium",90.0,80.0,0.0,0.0,0.0,0.0,40.0,22.0,0.0,22.0,0.0,112.0,,0,88.0,2.0,0.0,100.0,0.0,0.0,24.444,0.0,0.0,44.444,1,beverage
Wendy’s,"Honest Tropical Green Tea, Small",60.0,80.0,0.0,0.0,0.0,0.0,25.0,14.0,0.0,14.0,0.0,74.0,,0,56.0,4.0,0.0,100.0,0.0,0.0,23.333,0.0,0.0,41.667,1,beverage
Wendy’s,Hot Tea,0.0,80.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0,4.0,-4.0,0.0,100.0,0.0,,,,,,1,beverage
Wendy’s,"Limeade, Large",460.0,80.0,0.0,0.0,0.0,0.0,55.0,117.0,0.0,111.0,0.0,571.0,,0,468.0,-8.0,0.0,100.0,0.0,0.0,25.435,0.0,0.0,11.957,0,other
Wendy’s,"Limeade, Medium",380.0,80.0,0.0,0.0,0.0,0.0,45.0,98.0,0.0,93.0,0.0,473.0,,0,392.0,-12.0,0.0,100.0,0.0,0.0,25.789,0.0,0.0,11.842,1,other
Wendy’s,"Limeade, Small",230.0,80.0,0.0,0.0,0.0,0.0,30.0,59.0,0.0,56.0,0.0,286.0,,0,236.0,-6.0,0.0,100.0,0.0,0.0,25.652,0.0,0.0,13.043,1,other
Wendy’s,"Minute Maid Light Lemonade, Large",15.0,80.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,15.0,,0,8.0,7.0,0.0,100.0,0.0,0.0,13.333,0.0,0.0,66.667,1,other
Wendy’s,"Minute Maid Light Lemonade, Medium",10.0,80.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,10.0,,0,4.0,6.0,0.0,100.0,0.0,0.0,10.0,0.0,0.0,100.0,1,other
Wendy’s,"Minute Maid Light Lemonade, Small",5.0,80.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,5.0,,0,4.0,1.0,0.0,100.0,0.0,0.0,20.0,0.0,0.0,100.0,1,other
Wendy’s,"Mocha Iced Coffee, Medium",210.0,80.0,8.0,5.0,0.0,25.0,40.0,32.0,0.0,28.0,3.0,240.0,,0,212.0,-2.0,5.66,60.38,33.96,1.429,15.238,3.81,0.0,19.048,1,beverage
Wendy’s,"Mocha Iced Coffee, Small",170.0,80.0,6.0,3.5,0.0,20.0,30.0,28.0,0.0,25.0,2.0,197.0,,0,174.0,-4.0,4.6,64.37,31.03,1.176,16.471,3.529,0.0,17.647,1,beverage
Wendy’s,"Pear Berry Fruit Tea, Large",320.0,80.0,0.0,0.0,0.0,0.0,60.0,82.0,0.0,76.0,0.0,396.0,,0,328.0,-8.0,0.0,100.0,0.0,0.0,25.625,0.0,0.0,18.75,1,beverage
Wendy’s,"Pear Berry Fruit Tea, Medium",300.0,80.0,0.0,0.0,0.0,0.0,50.0,76.0,0.0,70.0,0.0,370.0,,0,304.0,-4.0,0.0,100.0,0.0,0.0,25.333,0.0,0.0,16.667,1,beverage
Wendy’s,"Pear Berry Fruit Tea, Small",170.0,80.0,0.0,0.0,0.0,0.0,30.0,44.0,0.0,40.0,0.0,210.0,,0,176.0,-6.0,0.0,100.0,0.0,0.0,25.882,0.0,0.0,17.647,1,beverage
Wendy’s,"Skinny Vanilla Iced Coffee, Medium",100.0,80.0,8.0,5.0,0.0,25.0,45.0,14.0,0.0,0.0,3.0,102.0,,0,140.0,-40.0,8.57,40.0,51.43,3.0,14.0,8.0,0.0,45.0,1,beverage
Wendy’s,"Skinny Vanilla Iced Coffee, Small",70.0,80.0,5.0,3.5,0.0,15.0,30.0,6.0,0.0,0.0,2.0,72.0,,0,77.0,-7.0,10.39,31.17,58.44,2.857,8.571,7.143,0.0,42.857,1,beverage
Wendy’s,"Small Sprite, Small",200.0,80.0,0.0,0.0,0.0,0.0,90.0,53.0,0.0,53.0,0.0,253.0,,0,212.0,-12.0,0.0,100.0,0.0,0.0,26.5,0.0,0.0,45.0,1,other
Wendy’s,"Sprite, Large",390.0,80.0,0.0,0.0,0.0,0.0,180.0,105.0,0.0,105.0,0.0,495.0,,0,420.0,-30.0,0.0,100.0,0.0,0.0,26.923,0.0,0.0,46.154,1,other
Wendy’s,"Sprite, Medium",310.0,80.0,0.0,0.0,0.0,0.0,140.0,84.0,0.0,84.0,0.0,394.0,,0,336.0,-26.0,0.0,100.0,0.0,0.0,27.097,0.0,0.0,45.161,1,other
Wendy’s,"Strawberry Lemonade, Large",480.0,80.0,0.0,0.0,0.0,0.0,55.0,121.0,0.0,114.0,0.0,594.0,,0,484.0,-4.0,0.0,100.0,0.0,0.0,25.208,0.0,0.0,11.458,0,other
Wendy’s,"Strawberry Lemonade, Medium",380.0,80.0,0.0,0.0,0.0,0.0,45.0,98.0,0.0,92.0,0.0,472.0,,0,392.0,-12.0,0.0,100.0,0.0,0.0,25.789,0.0,0.0,11.842,1,other
Wendy’s,"Strawberry Lemonade, Small",230.0,80.0,0.0,0.0,0.0,0.0,30.0,58.0,0.0,54.0,0.0,284.0,,0,232.0,-2.0,0.0,100.0,0.0,0.0,25.217,0.0,0.0,13.043,1,other
Wendy’s,"Strawberry Sweet Tea, Large",270.0,80.0,0.0,0.0,0.0,0.0,15.0,69.0,0.0,67.0,0.0,337.0,,0,276.0,-6.0,0.0,100.0,0.0,0.0,25.556,0.0,0.0,5.556,1,beverage
Wendy’s,"Strawberry Sweet Tea, Medium",240.0,80.0,0.0,0.0,0.0,0.0,15.0,60.0,0.0,59.0,0.0,299.0,,0,240.0,0.0,0.0,100.0,0.0,0.0,25.0,0.0,0.0,6.25,1,beverage
Wendy’s,"Strawberry Sweet Tea, Small",140.0,80.0,0.0,0.0,0.0,0.0,10.0,36.0,0.0,35.0,0.0,175.0,,0,144.0,-4.0,0.0,100.0,0.0,0.0,25.714,0.0,0.0,7.143,1,beverage
Wendy’s,"Strawberry Tea, Large",90.0,80.0,0.0,0.0,0.0,0.0,20.0,22.0,0.0,20.0,0.0,110.0,,0,88.0,2.0,0.0,100.0,0.0,0.0,24.444,0.0,0.0,22.222,1,beverage
Wendy’s,"Strawberry Tea, Medium",60.0,80.0,0.0,0.0,0.0,0.0,15.0,16.0,0.0,14.0,0.0,74.0,,0,64.0,-4.0,0.0,100.0,0.0,0.0,26.667,0.0,0.0,25.0,1,beverage
Wendy’s,"Strawberry Tea, Small",45.0,80.0,0.0,0.0,0.0,0.0,10.0,11.0,0.0,10.0,0.0,55.0,,0,44.0,1.0,0.0,100.0,0.0,0.0,24.444,0.0,0.0,22.222,1,beverage
Wendy’s,"Sweetened Iced Tea, Large",300.0,80.0,0.0,0.0,0.0,0.0,25.0,77.0,0.0,75.0,0.0,375.0,,0,308.0,-8.0,0.0,100.0,0.0,0.0,25.667,0.0,0.0,8.333,1,beverage
Wendy’s,"Sweetened Iced Tea, Medium",220.0,80.0,0.0,0.0,0.0,0.0,20.0,58.0,0.0,56.0,0.0,276.0,,0,232.0,-12.0,0.0,100.0,0.0,0.0,26.364,0.0,0.0,9.091,1,beverage
Wendy’s,"Sweetened Iced Tea, Small",160.0,80.0,0.0,0.0,0.0,0.0,10.0,41.0,0.0,40.0,0.0,200.0,,0,164.0,-4.0,0.0,100.0,0.0,0.0,25.625,0.0,0.0,6.25,1,beverage
Wendy’s,"Vanilla Iced Coffee, Medium",250.0,80.0,8.0,5.0,0.0,25.0,40.0,42.0,0.0,39.0,3.0,291.0,,0,252.0,-2.0,4.76,66.67,28.57,1.2,16.8,3.2,0.0,16.0,1,beverage
Wendy’s,"Vanilla Iced Coffee, Small",170.0,80.0,6.0,3.5,0.0,20.0,30.0,28.0,0.0,26.0,2.0,198.0,,0,174.0,-4.0,4.6,64.37,31.03,1.176,16.471,3.529,0.0,17.647,1,beverage
Wendy’s,"Classic Chocolate Frosty, Junior",200.0,80.0,5.0,3.0,0.0,20.0,90.0,33.0,0.0,27.0,6.0,224.0,,0,201.0,-1.0,11.94,65.67,22.39,3.0,16.5,2.5,0.0,45.0,1,beverage
Wendy’s,"Classic Chocolate Frosty, Large",590.0,80.0,15.0,10.0,0.5,60.0,260.0,99.0,0.0,81.0,17.0,664.0,,0,599.0,-9.0,11.35,66.11,22.54,2.881,16.78,2.542,0.0,44.068,0,beverage
Wendy’s,"Classic Chocolate Frosty, Medium",470.0,80.0,12.0,8.0,0.5,50.0,210.0,79.0,0.0,65.0,13.0,530.0,,0,476.0,-6.0,10.92,66.39,22.69,2.766,16.809,2.553,0.0,44.681,0,beverage
Wendy’s,"Classic Chocolate Frosty, Small",350.0,80.0,9.0,6.0,0.0,35.0,150.0,58.0,0.0,47.0,10.0,393.0,,0,353.0,-3.0,11.33,65.72,22.95,2.857,16.571,2.571,0.0,42.857,0,beverage
Wendy’s,"Vanilla Frosty, Junior",190.0,80.0,5.0,3.5,0.0,25.0,90.0,32.0,0.0,27.0,5.0,216.0,,0,193.0,-3.0,10.36,66.32,23.32,2.632,16.842,2.632,0.0,47.368,1,other
Wendy’s,"Vanilla Frosty, Large",570.0,80.0,15.0,10.0,0.5,70.0,260.0,94.0,0.0,78.0,15.0,643.0,,0,571.0,-1.0,10.51,65.85,23.64,2.632,16.491,2.632,0.0,45.614,0,other
Wendy’s,"Vanilla Frosty, Medium",450.0,80.0,12.0,8.0,0.5,55.0,210.0,75.0,0.0,63.0,12.0,509.0,,0,456.0,-6.0,10.53,65.79,23.68,2.667,16.667,2.667,0.0,46.667,0,other
Wendy’s,"Vanilla Frosty, Small",340.0,80.0,9.0,6.0,0.0,45.0,160.0,56.0,0.0,47.0,9.0,384.0,,0,341.0,-1.0,10.56,65.69,23.75,2.647,16.471,2.647,0.0,47.059,0,other
Wendy’s,Chocolate Chunk Cookie,310.0,80.0,16.0,8.0,0.0,20.0,210.0,40.0,2.0,24.0,3.0,339.0,,0,316.0,-6.0,3.8,50.63,45.57,0.968,12.903,5.161,0.645,67.742,0,beverage
Wendy’s,Double Chocolate Chunk Cookie,290.0,80.0,14.0,7.0,0.0,20.0,230.0,39.0,4.0,21.0,4.0,314.0,,0,298.0,-8.0,5.37,52.35,42.28,1.379,13.448,4.828,1.379,79.31,0,beverage
Wendy’s,Sugar Cookie,330.0,80.0,16.0,8.0,0.0,25.0,300.0,43.0,1.0,24.0,3.0,359.0,,0,328.0,2.0,3.66,52.44,43.9,0.909,13.03,4.848,0.303,90.909,0,other
Wendy’s,Kids 2 Piece Chicken Tenders,200.0,80.0,10.0,1.5,0.0,45.0,620.0,13.0,0.0,0.0,15.0,187.0,,0,202.0,-2.0,29.7,25.74,44.55,7.5,6.5,5.0,0.0,310.0,0,chicken
Wendy’s,Kids 4 Piece Chicken Nuggets,170.0,80.0,11.0,2.0,0.0,35.0,340.0,10.0,0.0,0.0,9.0,163.0,,0,175.0,-5.0,20.57,22.86,56.57,5.294,5.882,6.471,0.0,200.0,1,chicken
Wendy’s,Kids Cheeseburger,280.0,80.0,13.0,6.0,0.5,50.0,540.0,25.0,1.0,5.0,15.0,276.0,,0,277.0,3.0,21.66,36.1,42.24,5.357,8.929,4.643,0.357,192.857,0,burger
Wendy’s,Kids Grilled Chicken Wrap,270.0,80.0,10.0,3.5,0.0,55.0,640.0,24.0,2.0,3.0,20.0,257.0,,0,266.0,4.0,30.08,36.09,33.83,7.407,8.889,3.704,0.741,237.037,0,wrap
Wendy’s,Kids Hamburger,240.0,80.0,9.0,3.5,0.5,40.0,350.0,24.0,1.0,5.0,13.0,236.0,,0,229.0,11.0,22.71,41.92,35.37,5.417,10.0,3.75,0.417,145.833,1,burger
Wendy’s,Artisan Egg Sandwich with Bacon,320.0,80.0,17.0,8.0,0.0,245.0,750.0,25.0,1.0,4.0,18.0,314.0,,0,325.0,-5.0,22.15,30.77,47.08,5.625,7.812,5.312,0.312,234.375,0,sandwich
Wendy’s,Artisan Egg Sandwich with Sausage,480.0,80.0,33.0,13.0,0.0,275.0,980.0,27.0,1.0,4.0,21.0,476.0,,0,489.0,-9.0,17.18,22.09,60.74,4.375,5.625,6.875,0.208,204.167,0,sandwich
Wendy’s,Bacon Breakfast Bowl,510.0,80.0,28.0,9.0,0.0,245.0,1390.0,44.0,4.0,2.0,19.0,502.0,,0,504.0,6.0,15.08,34.92,50.0,3.725,8.627,5.49,0.784,272.549,0,other
Wendy’s,Biggie Breakfast Sandwich,610.0,80.0,40.0,15.0,0.0,290.0,1400.0,37.0,2.0,7.0,27.0,605.0,,0,616.0,-6.0,17.53,24.03,58.44,4.426,6.066,6.557,0.328,229.508,0,sandwich
Wendy’s,Fresh-Baked Biscuit with Applewood Smoked Bacon,410.0,80.0,24.0,13.0,0.0,235.0,970.0,34.0,1.0,5.0,15.0,413.0,,0,412.0,-2.0,14.56,33.01,52.43,3.659,8.293,5.854,0.244,236.585,0,other
Wendy’s,Fresh Baked Biscuit with Natural Sausage,590.0,80.0,41.0,19.0,0.0,270.0,1270.0,36.0,1.0,6.0,20.0,595.0,,0,593.0,-3.0,13.49,24.28,62.23,3.39,6.102,6.949,0.169,215.254,0,other
Wendy’s,Gravy and Sausage Bowl,450.0,80.0,22.0,6.0,0.0,220.0,1260.0,50.0,4.0,2.0,12.0,446.0,,0,446.0,4.0,10.76,44.84,44.39,2.667,11.111,4.889,0.889,280.0,0,other
Wendy’s,Honey Butter Chicken Biscuit,500.0,80.0,26.0,12.0,0.0,50.0,1120.0,48.0,1.0,9.0,19.0,502.0,,0,502.0,-2.0,15.14,38.25,46.61,3.8,9.6,5.2,0.2,224.0,0,chicken
Wendy’s,Sausage and Egg Burrito,360.0,80.0,20.0,8.0,0.0,210.0,920.0,29.0,1.0,2.0,17.0,353.0,,0,364.0,-4.0,18.68,31.87,49.45,4.722,8.056,5.556,0.278,255.556,0,other
Wendy’s,Sausage and Gravy Biscuit,490.0,80.0,29.0,14.0,0.0,20.0,1400.0,49.0,2.0,6.0,8.0,502.0,,0,489.0,1.0,6.54,40.08,53.37,1.633,10.0,5.918,0.408,285.714,0,other
Wendy’s,Sausage Biscuit,480.0,80.0,33.0,15.0,0.0,50.0,1010.0,35.0,1.0,5.0,12.0,488.0,,0,485.0,-5.0,9.9,28.87,61.24,2.5,7.292,6.875,0.208,210.417,0,other
Wendy’s,Sausage Breakfast Bowl,640.0,80.0,42.0,14.0,0.0,270.0,1540.0,46.0,4.0,3.0,21.0,636.0,,0,646.0,-6.0,13.0,28.48,58.51,3.281,7.187,6.562,0.625,240.625,0,other
Wendy’s,"Seasoned Home-Style Potatoes, Large",360.0,80.0,13.0,2.5,0.0,0.0,1080.0,57.0,6.0,1.0,5.0,359.0,,0,365.0,-5.0,5.48,62.47,32.05,1.389,15.833,3.611,1.667,300.0,0,other
Wendy’s,"Seasoned Home-Style Potatoes, Medium",250.0,80.0,9.0,1.5,0.0,0.0,750.0,39.0,4.0,1.0,4.0,249.0,,0,253.0,-3.0,6.32,61.66,32.02,1.6,15.6,3.6,1.6,300.0,0,other
Wendy’s,"Seasoned Home-Style Potatoes, Small",230.0,80.0,8.0,1.5,0.0,0.0,680.0,35.0,4.0,0.0,3.0,229.0,,0,224.0,6.0,5.36,62.5,32.14,1.304,15.217,3.478,1.739,295.652,0,other
Wendy’s,Two Sausage and Egg Burritos,720.0,80.0,41.0,16.0,0.0,420.0,1830.0,59.0,2.0,5.0,34.0,707.0,,0,741.0,-21.0,18.35,31.85,49.8,4.722,8.194,5.694,0.278,254.167,0,other
Wendy’s,Two Sausage Biscuits,960.0,80.0,65.0,31.0,0.0,95.0,2020.0,70.0,3.0,10.0,23.0,978.0,,0,957.0,3.0,9.61,29.26,61.13,2.396,7.292,6.771,0.312,210.417,0,other
KFC,Limited Time Cinnabon Dessert  Biscuits,290.0,80.0,13.0,7.0,0.0,20.0,580.0,40.0,2.0,17.0,4.0,310.0,,0,293.0,-3.0,5.46,54.61,39.93,1.379,13.793,4.483,0.69,200.0,0,dessert
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Breast,390.0,80.0,21.0,4.0,0.0,120.0,1190.0,11.0,2.0,0.0,39.0,355.0,,0,389.0,1.0,40.1,11.31,48.59,10.0,2.821,5.385,0.513,305.128,0,chicken
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Limited Time Drumstick,130.0,80.0,8.0,1.5,0.0,55.0,430.0,4.0,1.0,0.0,12.0,119.5,,0,136.0,-6.0,35.29,11.76,52.94,9.231,3.077,6.154,0.769,330.769,1,chicken
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Thigh,280.0,80.0,19.0,4.5,0.0,100.0,910.0,8.0,1.0,0.0,19.0,265.5,,0,279.0,1.0,27.24,11.47,61.29,6.786,2.857,6.786,0.357,325.0,0,chicken
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Whole Wing,130.0,80.0,8.0,2.0,0.0,55.0,380.0,3.0,0.0,0.0,10.0,122.0,,0,124.0,6.0,32.26,9.68,58.06,7.692,2.308,6.154,0.0,292.308,1,chicken
KFC,Chicken Breast,770.0,80.0,60.0,10.0,0.0,105.0,1530.0,21.0,1.0,1.0,35.0,746.0,,0,764.0,6.0,18.32,10.99,70.68,4.545,2.727,7.792,0.13,198.701,0,chicken
KFC,Chicken Drumstick,250.0,80.0,21.0,3.5,0.0,50.0,530.0,6.0,1.0,0.0,11.0,242.5,,0,257.0,-7.0,17.12,9.34,73.54,4.4,2.4,8.4,0.4,212.0,1,chicken
KFC,Chicken Thigh,500.0,80.0,40.0,7.0,0.0,100.0,970.0,11.0,1.0,1.0,22.0,486.0,,0,492.0,8.0,17.89,8.94,73.17,4.4,2.2,8.0,0.2,194.0,0,chicken
KFC,Chicken Whole Wing,290.0,80.0,25.0,4.0,0.0,45.0,520.0,6.0,1.0,1.0,10.0,285.0,,0,289.0,1.0,13.84,8.3,77.85,3.448,2.069,8.621,0.345,179.31,1,chicken
KFC,Breast,260.0,80.0,12.0,3.0,0.0,130.0,790.0,1.0,0.0,0.0,38.0,225.0,,0,264.0,-4.0,57.58,1.52,40.91,14.615,0.385,4.615,0.0,303.846,0,other
KFC,Drumstick,100.0,80.0,6.0,1.5,0.0,55.0,260.0,0.0,0.0,0.0,11.0,90.5,,0,98.0,2.0,44.9,0.0,55.1,11.0,0.0,6.0,0.0,260.0,1,other
KFC,Thigh,180.0,80.0,12.0,3.5,0.0,90.0,470.0,0.0,0.0,0.0,17.0,166.5,,0,176.0,4.0,38.64,0.0,61.36,9.444,0.0,6.667,0.0,261.111,1,other
KFC,Whole Wing,90.0,80.0,6.0,1.5,0.0,45.0,210.0,1.0,0.0,0.0,9.0,82.5,,0,94.0,-4.0,38.3,4.26,57.45,10.0,1.111,6.667,0.0,233.333,1,other
KFC,Breast,540.0,80.0,40.0,7.0,0.0,100.0,1390.0,14.0,2.0,1.0,31.0,517.0,,0,540.0,0.0,22.96,10.37,66.67,5.741,2.593,7.407,0.37,257.407,0,other
KFC,Drumstick,190.0,80.0,14.0,2.5,0.0,40.0,510.0,6.0,1.0,0.0,9.0,183.5,,0,186.0,4.0,19.35,12.9,67.74,4.737,3.158,7.368,0.526,268.421,1,other
KFC,Thigh,390.0,80.0,32.0,6.0,0.0,65.0,900.0,12.0,2.0,1.0,13.0,384.0,,0,388.0,2.0,13.4,12.37,74.23,3.333,3.077,8.205,0.513,230.769,0,other
KFC,Whole Wing,180.0,80.0,15.0,2.5,0.0,35.0,450.0,5.0,1.0,0.0,8.0,174.5,,0,187.0,-7.0,17.11,10.7,72.19,4.444,2.778,8.333,0.556,250.0,1,other
KFC,EXTRA CRISPY  Chicken Breast,530.0,80.0,35.0,6.0,0.0,105.0,1150.0,18.0,0.0,0.0,35.0,501.0,,0,527.0,3.0,26.57,13.66,59.77,6.604,3.396,6.604,0.0,216.981,0,chicken
KFC,EXTRA CRISPY  Chicken Drumstick,170.0,80.0,12.0,2.0,0.0,50.0,390.0,5.0,0.0,0.0,10.0,162.0,,0,168.0,2.0,23.81,11.9,64.29,5.882,2.941,7.059,0.0,229.412,1,chicken
KFC,EXTRA CRISPY  Chicken Thigh,330.0,80.0,23.0,4.5,0.0,100.0,700.0,9.0,0.0,0.0,22.0,312.5,,0,331.0,-1.0,26.59,10.88,62.54,6.667,2.727,6.97,0.0,212.121,0,chicken
KFC,EXTRA CRISPY  Chicken Whole Wing,170.0,80.0,13.0,2.0,0.0,45.0,340.0,5.0,0.0,0.0,10.0,162.0,,0,177.0,-7.0,22.6,11.3,66.1,5.882,2.941,7.647,0.0,200.0,1,chicken
KFC,KENTUCKY GRILLED CHICKEN Breast,210.0,80.0,7.0,2.0,0.0,130.0,710.0,0.0,0.0,0.0,38.0,174.0,,0,215.0,-5.0,70.7,0.0,29.3,18.095,0.0,3.333,0.0,338.095,0,chicken
